T,rho,phi,Phi1,Phi2,mu,pressure,entropy,energy,converged
100.00000000000001,3.0,-2.681516635140895,0.049467716326841604,0.11538507391326167,1.5062149370545947,18.339363261212426,0.3818946965298048,-13.627187462196314,1.0
100.00000000000001,2.99,-2.686172593507566,0.049367546086142605,0.11527763425755957,1.505912617155392,18.33921838977519,0.3810383885054891,-13.64344262474577,1.0
100.00000000000001,2.98,-2.690823793799369,0.04926719500337375,0.11516980594552986,1.5056083499801363,18.339073072032896,0.380180547483975,-13.659697873434379,1.0
100.00000000000001,2.97,-2.6954702453727553,0.049166662531244104,0.11506158675710512,1.5053021155927364,18.33892730472827,0.3793211692641676,-13.675953208835999,1.0
100.00000000000001,2.96,-2.70011195756497,0.04906594812710137,0.11495297447443659,1.504993894003604,18.338781084672934,0.3784602497104076,-13.692208630010867,1.0
100.00000000000001,2.95,-2.7047489397941398,0.04896505124570154,0.11484396686762968,1.5046836651119988,18.338634408721852,0.3775977846942288,-13.708464135587235,1.0
100.00000000000001,2.94,-2.7093812015589505,0.048863971339151595,0.11473456169458605,1.5043714087042275,18.338487273774003,0.3767337700954638,-13.724719723761254,1.0
100.00000000000001,2.93,-2.714008752436263,0.0487627078568531,0.1146247567008256,1.5040571044513835,18.33833967677143,0.3758682018012927,-13.740975392297381,1.0
100.00000000000001,2.92,-2.7186316020802033,0.048661260245446154,0.11451454961931605,1.5037407319073322,18.33819161469795,0.3750010757028651,-13.757231138529022,1.0
100.00000000000001,2.91,-2.7232497602211434,0.048559627948748664,0.1144039381702993,1.50342227050667,18.338043084580722,0.3741323877004732,-13.773486959357573,1.0
100.00000000000001,2.9,-2.727863236663423,0.048457810407700676,0.11429292006111139,1.5031016995623752,18.337894083488344,0.37326213369859607,-13.7897428512537,1.0
100.00000000000001,2.89,-2.732472041285814,0.048355807060304526,0.11418149298600844,1.5027789982640154,18.33774460853228,0.3723903096082347,-13.805998810256904,1.0
100.00000000000001,2.88,-2.7370761840377167,0.04825361734156054,0.11406965462597017,1.5024541456749676,18.337594656865537,0.37151691134629833,-13.822254831976165,1.0
100.00000000000001,2.87,-2.7416756749407263,0.048151240683412345,0.11395740264853152,1.5021271207308275,18.33744422568229,0.3706419348334974,-13.838510911589077,1.0
100.00000000000001,2.86,-2.746270524085405,0.04804867651468037,0.11384473470758392,1.501797902236686,18.337293312218353,0.36976537599648707,-13.854767043842433,1.0
100.00000000000001,2.85,-2.7508607416311315,0.0479459242610002,0.1137316484431868,1.5014664688650587,18.337141913750948,0.36888723076621477,-13.871023223052351,1.0
100.00000000000001,2.84,-2.7554463378045315,0.047842983344761086,0.11361814148137274,1.5011327991534862,18.336990027597835,0.3680074950774269,-13.887279443103802,1.0
100.00000000000001,2.83,-2.760027322898756,0.04773985318503997,0.11350421143395512,1.5007968715022546,18.336837651117904,0.36712616487108285,-13.903535697449609,1.0
100.00000000000001,2.82,-2.7646037072716982,0.04763653319753552,0.1133898558983199,1.5004586641718383,18.336684781709913,0.3662432360878183,-13.919791979112983,1.0
100.00000000000001,2.81,-2.7691755013462203,0.04753302279450519,0.11327507245723592,1.5001181552808094,18.336531416813806,0.3653587046752624,-13.936048280683904,1.0
100.00000000000001,2.8,-2.773742715607517,0.047429321384694724,0.11315985867863453,1.4997753228029838,18.336377553908825,0.3644725665819888,-13.952304594321186,1.0
100.00000000000001,2.79,-2.778305360603139,0.04732542837327303,0.1130442121154077,1.4994301445651845,18.336223190515113,0.3635848177595054,-13.968560911752233,1.0
100.00000000000001,2.78,-2.7828634469420197,0.04722134316176235,0.11292813030519779,1.4990825982447096,18.336068324192095,0.36269545416351673,-13.98481722427026,1.0
100.00000000000001,2.77,-2.7874169852928246,0.04711706514796817,0.11281161077017587,1.4987326613666252,18.335912952538376,0.3618044717484945,-14.001073522737071,1.0
100.00000000000001,2.76,-2.7919659863837105,0.04701259372590789,0.11269465101682576,1.4983803113013061,18.33575707319271,0.36091186647324536,-14.017329797580404,1.0
100.00000000000001,2.75,-2.7965104610006835,0.046907928285741245,0.11257724853571886,1.498025525261641,18.335600683832688,0.36001763429638095,-14.033586038794853,1.0
100.00000000000001,2.74,-2.8010504199878534,0.04680306821369628,0.11245940080129362,1.4976682803006174,18.33544378217532,0.359121771178304,-14.049842235940174,1.0
100.00000000000001,2.73,-2.805585874245244,0.046698012891994045,0.11234110527161556,1.4973085533082955,18.335286365975914,0.35822427307972415,-14.066098378141035,1.0
100.00000000000001,2.72,-2.810116834728912,0.04659276169877737,0.11222235938815404,1.4969463210092726,18.335128433029045,0.35732513596088944,-14.0823544540874,1.0
100.00000000000001,2.71,-2.8146433124491623,0.046487314008028816,0.11210316057553193,1.496581559959648,18.334969981167824,0.3564243557828133,-14.09861045203307,1.0
100.00000000000001,2.7,-2.8191653184710175,0.046381669189501186,0.11198350624129837,1.496214246544482,18.334811008263667,0.3555219285049456,-14.114866359794743,1.0
100.00000000000001,2.69,-2.8236828639123432,0.046275826608632394,0.11186339377566974,1.495844356974639,18.3346515122263,0.35461785008690516,-14.131122164751623,1.0
100.00000000000001,2.68,-2.8281959599432813,0.04616978562647006,0.11174282055128747,1.4954718672839156,18.334491491003437,0.3537121164850754,-14.14737785384524,1.0
100.00000000000001,2.67,-2.8327046177858493,0.046063545599587835,0.11162178392295712,1.4950967533261006,18.334330942580877,0.35280472365593085,-14.163633413577376,1.0
100.00000000000001,2.66,-2.8372088487128306,0.04595710588000713,0.11150028122739646,1.494718990771887,18.33416986498266,0.3518956675530024,-14.179888830010567,1.0
