# ForwardDiff Temperature Scan Results
# Generated on: 2025-09-14T15:03:23.389
# Model Parameters:
# gsigma = 1.25
# gdelta = 0.01
# fs = 17.28476
# fo = 11.66174
# fr = 0.89363
# fd = 0.0
# b = 0.0021
# c = -0.00297
# mu_B = 697.0 MeV
# T_range = 20.0 - 200.00000000000003 MeV
# T_step = 1.0 MeV
# nodes = 2
#
T_MeV,P_T4,kappa1,kappa2,kappa3,kappa4,kappa3_over_kappa1,kappa4_over_kappa2,mu_over_T
20.0,0.00039444605919721957,0.0003944490212271546,0.00039445494535230406,NaN,NaN,NaN,NaN,34.85
21.0,0.0006535685761499677,0.0006535774543286607,0.0006535952110315406,NaN,NaN,NaN,NaN,33.19047619047619
22.0,0.0010311586539633734,0.0010311826652800548,0.0010312306894743562,NaN,NaN,NaN,NaN,31.681818181818183
23.0,0.0015592902132545875,0.0015593496045614482,0.0015594683933187893,NaN,NaN,NaN,NaN,30.30434782608696
24.0,0.0022722405312166874,0.002272376400870945,0.0022726481616018148,NaN,NaN,NaN,NaN,29.041666666666668
24.999999999999996,0.0032054193862390084,0.00320570959432546,0.0032062900776151453,NaN,NaN,NaN,NaN,27.880000000000003
25.999999999999996,0.004394286636258102,0.004394870009458388,0.004396036947045858,NaN,NaN,NaN,NaN,26.80769230769231
27.0,0.005873330529610302,0.005874441700224431,0.005876664541590217,0.005881111724951495,0.005890010593843639,1.0011354312575456,1.0022710250277125,25.814814814814813
28.0,0.007675159963740143,0.007677177106474654,0.007681212603654692,0.007689287233715538,0.00770544740253549,1.001577419287445,1.0031550746127333,24.892857142857142
29.0,0.00982974461804795,0.009833252041796307,0.009840269627693195,0.009854313015866157,0.00988242444528613,1.0021418116794252,1.0042839087939521,24.03448275862069
30.0,0.012363819612421527,0.012369686635001919,0.012381426487900107,0.012404923618432097,0.012451970158872436,1.0028486561115033,1.0056975398627346,23.233333333333334
31.0,0.015300457235396,0.01530993404993023,0.015328899296824534,0.015366864642681378,0.015442899883757931,1.003718539385309,1.007436971482813,22.483870967741936
32.0,0.018658797706055635,0.018673628089057242,0.01870331086690515,0.018762742439529072,0.018881803559153768,1.0047722033472462,1.0095433740859463,21.78125
33.0,0.022453923725161643,0.02247647349796204,0.022521612674773085,0.022612009839125525,0.022793160264100942,1.0060301426367342,1.0120572000437618,21.12121212121212
34.0,0.026696859287462037,0.026730258484039735,0.026797124849272068,0.026931061215296294,0.02719954372005993,1.0075121881584668,1.0150172405827633,20.5
35.0,0.03139467129985271,0.031442967068418856,0.03153966982858165,0.031733408199396074,0.032121880187200975,1.0092370777333204,1.0184596212257022,19.914285714285715
36.0,0.03655065389839675,0.03661897119111414,0.03675577836930642,0.037029908779648416,0.03757971078770967,1.0112219861773177,1.0224164051193454,19.36111111111111
37.0,0.04216456627261688,0.04225926736684926,0.04244892657059196,0.042829011603518326,0.04359146362716348,1.0134821134432634,1.0269155700479609,18.83783783783784
38.0,0.048232926228173295,0.04836177251878988,0.04861982882974522,0.04913702218886995,0.05017460867139684,1.0160302162163073,1.0319783075974225,18.342105263157894
39.0,0.0547493164435303,0.0549216183577176,0.05526670806191124,0.0559583219310506,0.057345758810694966,1.018876056538988,1.0376185016566342,17.871794871794872
40.0,0.06170470890787075,0.06193146195362993,0.06238557237097776,0.0632955575438413,0.06512033901960092,1.022025890350089,1.0438365241303034,17.425
41.0,0.0690877858630384,0.06938178631613408,0.06997047172901652,0.07114979139471778,0.07351385313352896,1.025482265194613,1.0506410964075723,17.0
42.0,0.07688526698695917,0.07726119818581173,0.07801370757290527,0.07952046875872062,0.08253841342900568,1.0292419820810361,1.0579988568274619,16.595238095238095
43.0,0.08508219537707956,0.08555667844895173,0.08650601836896472,0.08840547277142795,0.09220528753277155,1.03329715896084,1.0658829208795433,16.209302325581397
44.0,0.0936622169372718,0.09425382990723179,0.0954367498464437,0.09780105103843376,0.10252249790601034,1.0376347691620944,1.0742454879380061,15.840909090909092
45.0,0.10260785217215586,0.10333708862955662,0.10479389218076143,0.10770141431077206,0.11349379600618763,1.0422338749726219,1.0830191878971298,15.48888888888889
46.0,0.11190071300689226,0.11278990010255624,0.11456416304730072,0.11809849787942427,0.12511733893915997,1.0470662512515845,1.0921158555271957,15.15217391304348
47.0,0.12152171764977603,0.12259484766725218,0.12473292527540927,0.12898150504263206,0.1373836669586152,1.0520956426546946,1.1014226328395105,14.829787234042552
48.0,0.13145125507099117,0.13273378508937028,0.13528421325892084,0.14033635772361241,0.15027501946874597,1.0572768465023679,1.1108097230911502,14.520833333333334
49.0,0.1416693448211366,0.1431879020258568,0.14620055552768235,0.15214499824774705,0.16376107314859595,1.0625548394463715,1.1201125232221747,14.224489795918368
49.99999999999999,0.1521557604282955,0.15393777520952617,0.1574628269593167,0.1643846353507909,0.17779760689565646,1.067864175164578,1.1291401934603498,13.940000000000001
50.99999999999999,0.16289013147293732,0.16496338883941447,0.1690500444655085,0.17702689767727514,0.19232350206846588,1.0731284009302453,1.1376719992978523,13.666666666666668
51.99999999999999,0.1738520238329324,0.17624412991934538,0.18093912775752993,0.1900369286975909,0.20725794019096186,1.0782596208143642,1.145456722156309,13.403846153846155
52.99999999999999,0.18502100014718662,0.1877587619468981,0.1931046338338875,0.2033724543797758,0.22249765787712422,1.0831582626077048,1.1522129399987429,13.150943396226417
